INCIDENT_NUMBER;OFFENSE_CODE_GROUP;OCCURRED_ON_DATE;UCR_PART;Lat;Long
I182040880;Medical Assistance;28/05/2018 10:32;Part Three;4.223.727.444;-7.112.624.263
I182040873;Investigate Property;28/05/2018 10:22;Part Three;4.234.653.820;-7.109.880.598
I182040866;Investigate Person;28/05/2018 08:09;Part Three;4.235.386.331;-7.113.018.733
I182040859;Vandalism;26/05/2018 22:30;Part Two;4.235.804.834;-7.105.403.866
I182040851;Medical Assistance;28/05/2018 05:40;Part Three;4.232.290.252;-7.110.220.402
I182040845;Evading Fare;28/05/2018 04:23;Part Two;4.226.817.397;-7.109.387.677
I182040839;Investigate Person;28/05/2018 00:58;Part Three;4.236.106.519;-7.106.910.651
I182040832;Missing Person Reported;28/05/2018 02:03;Part Three;4.237.949.215;-7.103.685.008
I182040826;Other;28/05/2018 01:26;Part Two;4.232.198.656;-7.106.280.666
I182040814;Motor Vehicle Accident Response;28/05/2018 00:45;Part Three;4.232.444.040;-7.109.163.499
I182040808;Medical Assistance;27/05/2018 23:28;Part Three;4.227.258.654;-7.109.805.087
I182040800;License Violation;27/05/2018 23:33;Part Three;4.236.489.527;-7.106.050.249
I182040791;Motor Vehicle Accident Response;27/05/2018 22:12;Part Three;4.230.497.366;-7.106.134.412
I182040786;Simple Assault;27/05/2018 22:10;Part Two;4.234.896.638;-7.115.834.360
I182040781;Simple Assault;27/05/2018 21:10;Part Two;4.234.309.082;-7.108.540.752
I182040776;Larceny From Motor Vehicle;26/05/2018 20:35;Part One;4.234.006.986;-7.105.279.420
I182040767;Simple Assault;27/05/2018 19:31;Part Two;4.231.985.444;-7.107.972.518
I182040758;Missing Person Located;25/05/2018 09:00;Part Three;4.239.214.603;-7.100.893.922
I182040752;Investigate Person;27/05/2018 18:21;Part Three;4.238.166.501;-7.104.030.314
I182040745;Medical Assistance;27/05/2018 18:10;Part Three;4.236.996.399;-7.104.221.810
I182040736;Investigate Property;27/05/2018 16:23;Part Three;4.232.380.154;-7.105.831.079
I182040728;Investigate Property;27/05/2018 17:58;Part Three;4.236.646.326;-7.106.067.801
I182040718;Motor Vehicle Accident Response;27/05/2018 16:28;Part Three;4.228.012.663;-7.113.153.611
I182040709;Medical Assistance;27/05/2018 15:54;Part Three;4.229.910.777;-7.106.829.572
I182040701;Other;27/05/2018 08:00;Part Two;4.230.196.897;-7.106.210.064
I182040695;Property Lost;02/05/2018 18:00;Part Three;4.234.653.820;-7.109.880.598
I182040689;Larceny;27/05/2018 14:51;Part One;4.228.539.790;-7.115.616.090
I182040682;Motor Vehicle Accident Response;27/05/2018 14:31;Part Three;4.232.401.893;-7.109.680.779
I182040676;Motor Vehicle Accident Response;27/05/2018 14:06;Part Three;4.230.949.951;-7.113.318.644
I182040666;Investigate Property;27/05/2018 11:11;Part Three;4.235.272.948;-7.106.256.291
I182040663;Other;27/05/2018 13:52;Part Two;4.229.073.239;-7.108.528.234
I182040654;Motor Vehicle Accident Response;27/05/2018 12:53;Part Three;4.227.894.173;-7.113.707.151
I182040647;Property Found;27/05/2018 12:37;Part Three;4.232.087.449;-7.109.190.003
I182040639;Verbal Disputes;27/05/2018 12:25;Part Three;4.228.312.575;-7.108.651.181
I182040634;Harassment;27/05/2018 12:00;Part Two;4.233.619.626;-7.107.787.036
I182040626;Larceny;27/05/2018 11:18;Part One;4.234.862.382;-7.108.277.637
I182040621;Towed;27/05/2018 10:09;Part Three;4.235.913.227;-7.107.074.326
I182040615;Towed;27/05/2018 09:22;Part Three;4.230.927.790;-7.107.868.791
I182040609;Medical Assistance;27/05/2018 10:16;Part Three;4.232.133.396;-7.107.581.186
I182040601;Vandalism;26/05/2018 21:45;Part Two;4.231.686.672;-7.106.017.060
I182040594;Towed;27/05/2018 06:30;Part Three;4.229.707.502;-7.106.381.418
I182040589;Other;27/05/2018 04:55;Part Two;4.233.698.202;-7.108.458.699
I182040579;Investigate Property;27/05/2018 03:42;Part Three;4.231.252.546;-7.107.389.321
I182040567;Motor Vehicle Accident Response;27/05/2018 02:09;Part Three;4.233.616.864;-7.108.042.312
I182040558;Violations;27/05/2018 01:08;Part Two;4.238.857.015;-7.100.246.871
I182040548;Vandalism;27/05/2018 01:01;Part Two;4.228.152.567;-7.109.700.335
I182040544;Medical Assistance;27/05/2018 00:12;Part Three;4.226.299.197;-7.111.921.366
I182040538;Warrant Arrests;26/05/2018 23:28;Part Three;4.234.011.469;-7.105.339.029
I182040532;Other;26/05/2018 22:41;Part Two;4.228.865.167;-7.106.415.608
I182040525;Motor Vehicle Accident Response;26/05/2018 22:39;Part Three;4.230.600.262;-7.105.878.720
I182040516;Motor Vehicle Accident Response;26/05/2018 20:40;Part Three;4.235.606.892;-7.106.984.789
I182040509;Motor Vehicle Accident Response;26/05/2018 21:16;Part Three;4.238.260.122;-7.103.930.935
I182040501;Aggravated Assault;26/05/2018 19:35;Part One;4.233.046.536;-7.107.442.945
I182040498;Drug Violation;26/05/2018 20:40;Part Two;4.230.097.791;-7.107.077.333
I182040490;Verbal Disputes;26/05/2018 19:52;Part Three;4.230.215.372;-7.106.287.859
I182040482;Missing Person Reported;26/05/2018 18:48;Part Three;4.234.914.832;-7.113.157.300
I182040474;Auto Theft;26/05/2018 00:00;Part One;4.227.965.686;-7.109.337.672
I182040469;Missing Person Located;26/05/2018 18:41;Part Three;4.229.603.943;-7.107.717.023
I182040465;Drug Violation;26/05/2018 18:07;Part Two;4.233.152.148;-7.107.085.307
I182040457;Investigate Property;26/05/2018 17:18;Part Three;4.231.993.295;-7.108.157.395
I182040450;Simple Assault;20/05/2018 16:00;Part Two;4.227.818.669;-7.109.047.287
I182040445;Fraud;26/05/2018 17:18;Part Two;4.234.439.568;-7.108.632.016
I182040442;Warrant Arrests;26/05/2018 15:00;Part Three;4.235.951.183;-7.105.582.355
I182040439;Larceny;26/05/2018 17:06;Part One;4.233.380.683;-7.110.377.843
I182040431;Verbal Disputes;26/05/2018 16:05;Part Three;4.231.949.081;-7.106.627.425
I182040422;Medical Assistance;26/05/2018 15:21;Part Three;4.233.783.948;-7.102.929.361
I182040415;Police Service Incidents;26/05/2018 14:51;Part Three;4.233.602.920;-7.107.517.847
I182040405;Simple Assault;26/05/2018 04:00;Part Two;4.233.698.202;-7.108.458.699
I182040400;Investigate Property;26/05/2018 14:10;Part Three;4.228.302.721;-7.109.197.317
I182040395;Medical Assistance;26/05/2018 12:30;Part Three;4.232.469.169;-7.110.618.924
I182040388;Verbal Disputes;26/05/2018 13:08;Part Three;4.227.591.307;-7.109.827.635
I182040382;Property Lost;25/05/2018 12:30;Part Three;4.235.241.815;-7.106.525.499
I182040373;Simple Assault;26/05/2018 12:04;Part Two;4.232.981.412;-7.107.626.716
I182040368;Fire Related Reports;26/05/2018 10:47;Part Three;4.236.253.082;-7.114.013.165
I182040360;Harassment;12/05/2018 11:34;Part Two;4.227.661.501;-7.108.029.831
I182040350;Other;26/05/2018 09:46;Part Two;4.234.011.469;-7.105.339.029
I182040345;Vandalism;25/05/2018 11:15;Part Two;4.231.514.179;-7.106.704.709
I182040335;Towed;26/05/2018 08:37;Part Three;4.235.956.890;-7.113.598.188
I182040329;Vandalism;26/05/2018 08:21;Part Two;4.235.827.471;-7.107.057.867
I182040322;Aggravated Assault;26/05/2018 09:01;Part One;4.231.840.696;-7.107.635.410
I182040316;Towed;26/05/2018 07:14;Part Three;4.229.491.782;-7.105.943.678
I182040307;Other;26/05/2018 07:34;Part Three;4.233.260.117;-7.105.135.310
I182040303;Medical Assistance;26/05/2018 06:57;Part Three;4.227.527.670;-7.109.554.245
I182040296;Police Service Incidents;25/05/2018 19:20;Part Three;4.236.668.653;-7.112.529.557
I182040289;Missing Person Located;26/05/2018 04:47;Part Three;4.230.649.283;-7.108.180.677
I182040283;Medical Assistance;26/05/2018 03:31;Part Three;4.233.267.791;-7.103.733.735
I182040277;Robbery;26/05/2018 02:50;Part One;4.236.811.400;-7.103.798.232
I182040271;Investigate Property;26/05/2018 02:50;Part Three;4.229.876.701;-7.106.403.634
I182040263;Simple Assault;26/05/2018 01:56;Part Two;4.236.439.256;-7.106.093.185
I182040257;Verbal Disputes;26/05/2018 01:13;Part Three;4.231.741.922;-7.109.567.995
I182040249;Simple Assault;25/05/2018 22:24;Part Two;4.233.311.189;-7.107.276.370
I182040241;Missing Person Reported;25/05/2018 07:30;Part Three;4.233.551.719;-7.108.347.976
I182040234;Simple Assault;25/05/2018 22:46;Part Two;4.232.919.289;-7.108.730.233
I182040224;Simple Assault;25/05/2018 22:02;Part Two;4.234.946.444;-7.114.270.449
I182040217;Verbal Disputes;25/05/2018 21:30;Part Three;4.232.553.801;-7.106.579.592
I182040206;Simple Assault;25/05/2018 20:18;Part Two;4.233.626.664;-7.114.950.271
I182040199;Aggravated Assault;25/05/2018 02:49;Part One;4.230.962.068;-7.106.006.083
I182040193;Restraining Order Violations;25/05/2018 19:46;Part Two;4.230.870.401;-7.106.844.484
I182040185;Harassment;11/05/2018 12:00;Part Two;4.230.328.747;-7.106.363.409
I182040179;Residential Burglary;25/05/2018 19:52;Part One;4.226.066.513;-7.115.932.968
I182040170;Motor Vehicle Accident Response;20/05/2018 19:36;Part Three;4.233.973.514;-7.115.872.619
I182040162;Verbal Disputes;25/05/2018 18:05;Part Three;4.229.528.206;-7.107.957.414
I182040156;Violations;25/05/2018 18:15;Part Two;4.228.208.198;-7.107.364.875
I182040150;Violations;25/05/2018 17:26;Part Two;4.229.524.857;-7.107.108.773
I182040144;Investigate Person;25/05/2018 18:09;Part Three;4.234.653.820;-7.109.880.598
I182040135;Drug Violation;25/05/2018 17:49;Part Two;4.235.479.369;-7.114.995.785
I182040130;Medical Assistance;25/05/2018 15:59;Part Three;4.226.253.888;-7.116.506.913
I182040124;Fraud;25/05/2018 12:00;Part Two;4.233.964.209;-7.114.856.868
I182040118;Larceny From Motor Vehicle;25/05/2018 16:57;Part One;4.233.240.833;-7.102.837.092
I182040111;Vandalism;25/05/2018 16:43;Part Two;4.238.614.700;-7.100.533.900
I182040103;Verbal Disputes;25/05/2018 15:14;Part Three;4.231.303.093;-7.106.932.562
I182040098;Drug Violation;25/05/2018 15:00;Part Two;4.235.428.377;-7.106.380.404
I182040091;Motor Vehicle Accident Response;25/05/2018 13:45;Part Three;4.235.042.609;-7.116.637.332
I182040084;Larceny;25/05/2018 14:18;Part One;4.232.375.090;-7.105.683.105
I182040078;Larceny From Motor Vehicle;24/05/2018 19:00;Part One;4.234.691.733;-7.115.166.773
I182040072;Towed;25/05/2018 09:30;Part Three;4.236.295.371;-7.105.419.515
I182040068;Other;25/05/2018 13:53;Part Two;4.228.424.514;-7.108.452.739
I182040057;Motor Vehicle Accident Response;25/05/2018 13:09;Part Three;4.231.578.000;-7.106.639.900
I182040051;Investigate Person;25/05/2018 11:05;Part Three;4.227.921.860;-7.107.386.433
I182040045;Larceny From Motor Vehicle;24/05/2018 01:00;Part One;4.234.198.669;-7.107.532.282
I182040037;Motor Vehicle Accident Response;25/05/2018 11:36;Part Three;4.229.073.239;-7.108.528.234
I182040033;Towed;12/05/2018 08:00;Part Three;4.232.856.401;-7.106.835.343
I182040019;Simple Assault;25/05/2018 11:23;Part Two;4.235.521.625;-7.106.012.863
I182040008;Warrant Arrests;25/05/2018 10:40;Part Three;4.237.248.334;-7.103.752.375
I182040001;Investigate Property;25/05/2018 11:07;Part Three;4.229.204.070;-7.107.544.515
I182039996;Search Warrants;25/05/2018 11:10;Part Three;4.230.983.976;-7.110.553.022
I182039989;Investigate Person;25/05/2018 10:49;Part Three;4.229.105.647;-7.108.933.752
I182039986;Drug Violation;25/05/2018 10:30;Part Two;4.229.032.413;-7.108.933.866
I182039979;Motor Vehicle Accident Response;23/05/2018 12:25;Part Three;4.234.908.210;-7.115.301.633
I182039973;Other;25/05/2018 08:53;Part Two;4.233.511.904;-7.107.491.710
I182039965;Property Found;25/05/2018 06:20;Part Three;4.230.829.668;-7.106.747.771
I182039958;Simple Assault;25/05/2018 08:22;Part Two;4.236.931.324;-7.104.073.830
I182039951;Larceny From Motor Vehicle;24/05/2018 21:30;Part One;4.229.458.592;-7.105.593.300
I182039942;Larceny From Motor Vehicle;25/05/2018 04:20;Part One;4.233.232.764;-7.103.377.372
I182039931;Towed;24/05/2018 23:58;Part Three;4.235.002.128;-7.106.595.675
I182039923;Warrant Arrests;24/05/2018 23:05;Part Three;4.234.285.014;-7.106.516.235
I182039917;Property Lost;24/05/2018 22:45;Part Three;4.232.199.334;-7.109.836.126
I182039907;Motor Vehicle Accident Response;24/05/2018 21:35;Part Three;4.238.259.978;-7.103.980.383
I182039903;Property Found;24/05/2018 20:12;Part Three;4.235.043.273;-7.112.710.480
I182039894;Robbery;24/05/2018 20:19;Part One;4.224.451.770;-7.113.722.687
I182039890;Investigate Person;24/05/2018 17:03;Part Three;4.230.682.138;-7.106.030.035
I182039883;Investigate Person;18/05/2018 23:00;Part Three;4.235.077.122;-7.106.914.665
I182039876;Larceny;23/05/2018 15:21;Part One;4.232.092.354;-7.105.403.107
I182039868;Motor Vehicle Accident Response;03/05/2018 19:00;Part Three;4.235.145.666;-7.106.167.557
I182039860;Medical Assistance;24/05/2018 19:03;Part Three;4.225.330.340;-7.112.971.806
I182039854;Motor Vehicle Accident Response;24/05/2018 19:21;Part Three;4.236.255.937;-7.111.789.785
I182039850;Investigate Property;24/05/2018 16:00;Part Three;4.225.621.592;-7.112.401.947
I182039843;License Violation;24/05/2018 18:47;Part Three;4.234.862.382;-7.108.277.637
I182039837;Operating Under the Influence;24/05/2018 17:14;Part Two;4.235.030.915;-7.107.988.963
I182039830;Simple Assault;24/05/2018 17:30;Part Two;4.230.978.746;-7.108.503.096
I182039824;Larceny;24/05/2018 17:33;Part One;4.231.485.546;-7.109.922.410
I182039818;Motor Vehicle Accident Response;24/05/2018 16:54;Part Three;4.233.210.843;-7.107.014.395
I182039812;Fraud;05/04/2018 00:00;Part Two;4.231.851.417;-7.106.055.095
I182039806;Other;24/05/2018 16:26;Part Two;4.232.866.284;-7.108.563.401
I182039800;Towed;24/05/2018 16:16;Part Three;4.226.635.864;-7.109.549.272
I182039793;Other;24/05/2018 15:31;Part Two;4.234.905.600;-7.115.049.850
I182039785;Simple Assault;24/05/2018 00:18;Part Two;4.236.243.437;-7.106.391.810
I182039780;Firearm Violations;24/05/2018 14:17;Part Two;4.231.869.001;-7.104.360.199
I182039773;Verbal Disputes;24/05/2018 14:29;Part Three;4.229.012.204;-7.108.964.896
I182039765;Aggravated Assault;24/05/2018 14:09;Part One;4.229.666.202;-7.106.121.836
I182039759;Larceny From Motor Vehicle;23/05/2018 12:00;Part One;4.234.645.150;-7.106.986.052
I182039751;Simple Assault;24/05/2018 13:16;Part Two;4.230.098.009;-7.106.869.928
I182039746;Motor Vehicle Accident Response;24/05/2018 12:49;Part Three;4.229.147.239;-7.113.721.331
I182039739;Other;24/05/2018 13:06;Part Two;4.232.410.157;-7.108.694.241
I182039729;Police Service Incidents;24/05/2018 12:16;Part Three;4.229.360.585;-7.107.188.650
I182039723;Motor Vehicle Accident Response;23/05/2018 14:45;Part Three;4.227.582.805;-7.112.405.976
I182039714;Vandalism;23/05/2018 20:30;Part Two;4.229.977.765;-7.107.349.909
I182039708;Property Lost;23/05/2018 17:00;Part Three;4.234.531.664;-7.114.298.078
I182039702;Property Found;24/05/2018 10:59;Part Three;4.233.367.922;-7.109.187.755
I182039693;Other;24/05/2018 09:48;Part Two;4.232.823.419;-7.108.328.981
I182039686;Larceny;23/05/2018 20:00;Part One;4.236.020.464;-7.105.620.816
I182039678;Other;24/05/2018 09:46;Part Two;4.231.484.522;-7.107.738.943
I182039672;Larceny From Motor Vehicle;23/05/2018 20:00;Part One;4.229.630.635;-7.113.626.504
I182039666;Motor Vehicle Accident Response;23/05/2018 23:40;Part Three;4.236.489.527;-7.106.050.249
I182039653;Medical Assistance;24/05/2018 03:26;Part Three;4.231.689.952;-7.107.805.727
I182039646;Larceny From Motor Vehicle;23/05/2018 15:00;Part One;4.231.915.263;-7.107.189.822
I182039639;Residential Burglary;24/05/2018 02:12;Part One;4.231.175.348;-7.108.197.378
I182039633;Motor Vehicle Accident Response;24/05/2018 00:30;Part Three;4.231.478.432;-7.107.160.997
I182039627;Simple Assault;24/05/2018 00:46;Part Two;4.235.216.435;-7.112.378.708
I182039618;Investigate Person;23/05/2018 22:25;Part Three;4.233.567.656;-7.105.044.853
I182039612;Medical Assistance;23/05/2018 18:39;Part Three;4.236.165.196;-7.105.630.529
I182039605;Medical Assistance;23/05/2018 21:21;Part Three;4.235.637.531;-7.106.213.513
I182039598;Property Found;23/05/2018 22:19;Part Three;4.234.894.483;-7.114.087.199
I182039591;Medical Assistance;23/05/2018 20:05;Part Three;4.234.996.240;-7.114.762.531
I182039582;Aggravated Assault;23/05/2018 20:39;Part One;4.231.244.922;-7.105.520.971
I182039575;Investigate Property;23/05/2018 20:27;Part Three;4.231.528.744;-7.108.015.967
I182039570;Property Lost;23/05/2018 06:00;Part Three;4.228.517.267;-7.114.578.548
I182039564;Robbery;23/05/2018 18:54;Part One;4.237.826.676;-7.106.520.304
I182039559;Harassment;22/05/2018 22:30;Part Two;4.234.888.559;-7.114.007.361
I182039552;Motor Vehicle Accident Response;17/05/2018 09:30;Part Three;4.232.783.258;-7.109.262.005
I182039546;Motor Vehicle Accident Response;23/05/2018 18:59;Part Three;4.230.878.855;-7.109.055.618
I182039541;Larceny From Motor Vehicle;20/05/2018 11:00;Part One;4.235.383.485;-7.105.320.638
I182039535;Motor Vehicle Accident Response;19/05/2018 08:15;Part Three;4.230.175.049;-7.105.973.400
I182039529;Missing Person Located;23/05/2018 15:00;Part Three;4.236.260.750;-7.106.132.725
I182039522;Other;23/05/2018 18:30;Part Two;4.235.165.733;-7.106.425.694
I182039512;Vandalism;23/05/2018 17:35;Part Two;4.229.125.586;-7.107.475.092
I182039507;Counterfeiting;22/05/2018 12:00;Part Two;4.229.848.866;-7.106.313.294
I182039498;Larceny;23/05/2018 07:45;Part One;4.232.978.737;-7.108.324.801
I182039490;Larceny;23/05/2018 15:54;Part One;4.235.176.179;-7.107.452.168
I182039482;Motor Vehicle Accident Response;22/05/2018 21:00;Part Three;4.231.342.215;-7.109.348.975
I182039473;Vandalism;23/05/2018 16:11;Part Two;4.228.863.337;-7.108.990.388
I182039467;Simple Assault;23/05/2018 14:00;Part Two;4.235.591.935;-7.106.000.539
I182039462;Simple Assault;23/05/2018 15:20;Part Two;4.235.120.708;-7.105.987.799
I182039455;Confidence Games;22/05/2018 17:00;Part Two;4.230.202.760;-7.106.056.529
I182039449;Warrant Arrests;23/05/2018 15:35;Part Three;4.234.285.014;-7.106.516.235
I182039442;Larceny From Motor Vehicle;22/05/2018 20:00;Part One;4.230.698.421;-7.107.827.070
I182039432;Larceny;23/05/2018 14:10;Part One;4.235.450.139;-7.105.916.774
I182039425;Violations;23/05/2018 12:25;Part Two;4.235.266.601;-7.112.974.348
I182039419;Larceny From Motor Vehicle;23/05/2018 13:40;Part One;4.237.620.267;-7.103.979.926
I182039416;Other;23/05/2018 14:13;Part Two;4.233.471.684;-7.103.867.801
I182039411;Simple Assault;21/05/2018 00:00;Part Two;4.235.185.194;-7.107.334.626
I182039405;Vandalism;23/05/2018 10:30;Part Two;4.234.214.958;-7.107.060.440
I182039397;Larceny From Motor Vehicle;23/05/2018 13:31;Part One;4.233.044.113;-7.108.373.481
I182039388;Larceny;20/05/2018 09:30;Part One;4.234.251.263;-7.114.363.495
I182039380;Auto Theft;22/05/2018 23:00;Part One;4.230.293.344;-7.110.590.637
I182039371;Medical Assistance;23/05/2018 11:57;Part Three;4.232.692.215;-7.105.447.525
I182039364;Police Service Incidents;23/05/2018 11:41;Part Three;4.231.045.049;-7.107.899.231
I182039358;Investigate Person;22/05/2018 09:30;Part Three;4.233.056.977;-7.109.959.089
I182039352;Towed;23/05/2018 11:30;Part Three;4.231.974.094;-7.110.840.592
I182039345;Simple Assault;23/05/2018 10:46;Part Two;4.230.876.959;-7.107.460.717
I182039340;Fraud;03/05/2018 00:00;Part Two;4.232.101.722;-7.111.619.250
I182039333;Motor Vehicle Accident Response;23/05/2018 09:57;Part Three;4.237.389.175;-7.105.881.963
I182039326;Other Burglary;02/05/2018 16:00;Part One;4.233.076.176;-7.106.334.878
I182039319;Auto Theft;23/05/2018 09:13;Part One;4.235.064.439;-7.106.811.584
I182039313;Police Service Incidents;23/05/2018 09:28;Part Three;4.232.276.657;-7.110.838.774
I182039305;Larceny From Motor Vehicle;22/05/2018 21:30;Part One;4.233.767.953;-7.107.529.119
I182039297;Aggravated Assault;23/05/2018 08:02;Part One;4.233.538.444;-7.110.677.965
I182039294;Other Burglary;21/05/2018 16:30;Part One;4.233.313.016;-7.105.145.759
I182039284;Larceny;21/05/2018 20:00;Part One;4.233.931.449;-7.106.748.926
I182039278;Motor Vehicle Accident Response;23/05/2018 06:19;Part Three;4.237.843.402;-7.102.940.159
I182039269;Larceny From Motor Vehicle;22/05/2018 21:00;Part One;4.229.523.194;-7.111.878.134
I182039262;Verbal Disputes;22/05/2018 23:30;Part Three;4.227.478.462;-7.109.368.461
I182039253;Larceny From Motor Vehicle;23/05/2018 01:27;Part One;4.230.064.343;-7.105.407.063
I182039248;Commercial Burglary;22/05/2018 23:46;Part One;4.235.064.439;-7.106.811.584
I182039239;Robbery;22/05/2018 23:08;Part One;4.228.208.198;-7.107.364.875
I182039233;Larceny;22/05/2018 21:17;Part One;4.232.752.693;-7.105.541.255
I182039222;Medical Assistance;22/05/2018 21:25;Part Three;4.226.660.696;-7.111.827.610
I182039215;Missing Person Reported;21/05/2018 20:13;Part Three;4.231.692.360;-7.106.233.014
I182039209;Motor Vehicle Accident Response;22/05/2018 20:06;Part Three;4.237.081.805;-7.103.929.078
I182039201;Medical Assistance;22/05/2018 19:49;Part Three;4.233.150.648;-7.105.446.007
I182039194;Towed;22/05/2018 19:32;Part Three;4.228.197.224;-7.108.912.459
I182039188;Robbery;22/05/2018 20:13;Part One;4.236.849.441;-7.104.004.705
I182039181;Motor Vehicle Accident Response;22/05/2018 19:00;Part Three;4.236.022.275;-7.105.713.443
I182039176;Other;22/05/2018 17:58;Part Two;4.237.847.466;-7.106.111.453
I182039168;Robbery;22/05/2018 18:38;Part One;4.237.845.716;-7.106.251.441
I182039159;Simple Assault;21/05/2018 15:45;Part Two;4.233.353.077;-7.109.845.207
I182039154;Other;17/05/2018 21:30;Part Two;4.235.468.361;-7.113.474.620
I182039147;Other;22/05/2018 17:03;Part Two;4.230.154.555;-7.108.118.184
I182039139;Service;22/05/2018 16:25;Part Three;4.226.914.593;-7.110.146.112
I182039132;Verbal Disputes;22/05/2018 17:10;Part Three;4.228.790.635;-7.106.199.818
I182039122;Property Lost;22/05/2018 15:45;Part Three;4.225.052.875;-7.112.600.162
I182039116;Motor Vehicle Accident Response;22/05/2018 07:42;Part Three;4.229.007.936;-7.104.842.736
I182039107;Harassment;22/05/2018 16:25;Part Two;4.235.204.779;-7.113.180.684
I182039101;Fraud;27/03/2018 00:00;Part Two;4.229.109.287;-7.106.594.539
I182039096;Property Lost;22/05/2018 12:00;Part Three;4.232.696.647;-7.106.198.607
I182039090;Larceny;22/05/2018 14:45;Part One;4.237.641.561;-7.106.319.082
I182039084;Restraining Order Violations;22/05/2018 15:18;Part Two;4.231.872.369;-7.106.200.077
I182039078;Harassment;22/05/2018 15:11;Part Two;4.229.611.583;-7.109.121.958
I182039071;Other;22/05/2018 15:00;Part Two;4.231.454.312;-7.105.685.393
I182039062;Larceny;22/05/2018 14:39;Part One;4.228.714.820;-7.106.493.039
I182039057;Property Lost;19/05/2018 06:30;Part Three;4.229.398.503;-7.106.597.383
I182039047;Property Lost;26/04/2018 18:15;Part Three;4.234.997.840;-7.105.683.752
I182039040;Larceny;02/05/2018 15:00;Part One;4.228.410.589;-7.104.608.937
I182039035;Simple Assault;22/05/2018 13:34;Part Two;4.232.101.261;-7.108.587.919
I182039027;Warrant Arrests;22/05/2018 12:40;Part Three;4.235.428.377;-7.106.380.404
I182039019;Fraud;19/05/2018 13:06;Part Two;4.231.096.953;-7.108.461.836
I182039013;Medical Assistance;22/05/2018 10:59;Part Three;4.228.385.993;-7.108.599.096
I182039006;Medical Assistance;22/05/2018 08:37;Part Three;4.235.540.738;-7.106.312.433
I182039000;Property Lost;17/05/2018 00:00;Part Three;4.234.653.820;-7.109.880.598
I182038989;Aggravated Assault;21/05/2018 02:15;Part One;4.226.511.445;-7.111.805.743
I182038983;Vandalism;22/05/2018 11:12;Part Two;4.230.052.010;-7.106.490.653
I182038975;Other;22/05/2018 10:37;Part Two;4.235.645.514;-7.106.956.975
I182038969;Commercial Burglary;22/05/2018 10:12;Part One;4.233.153.509;-7.109.534.648
I182038963;Property Lost;25/02/2018 00:00;Part Three;4.229.894.455;-7.110.233.161
I182038957;Other;22/05/2018 09:33;Part Two;4.238.178.873;-7.106.396.887
I182038951;Warrant Arrests;22/05/2018 09:52;Part Three;4.232.969.471;-7.107.044.410
I182038945;Medical Assistance;22/05/2018 09:14;Part Three;4.231.674.811;-7.111.356.249
I182038939;Vandalism;21/05/2018 17:40;Part Two;4.230.308.131;-7.105.945.101
I182038934;Harassment;22/05/2018 08:27;Part Two;4.234.347.698;-7.107.822.747
I182038923;Other;19/05/2018 20:00;Part Two;4.234.906.578;-7.113.414.695
I182038917;Commercial Burglary;22/05/2018 06:14;Part One;4.234.901.954;-7.108.130.134
I182038911;Simple Assault;22/05/2018 04:08;Part Two;4.235.754.620;-7.105.881.953
I182038901;Other;22/05/2018 00:37;Part Two;4.232.692.215;-7.105.447.525
I182038890;Aggravated Assault;21/05/2018 23:00;Part One;4.232.265.133;-7.107.172.492
I182038881;Vandalism;21/05/2018 23:05;Part Two;4.235.631.391;-7.105.778.101
I182038874;Investigate Person;21/05/2018 22:17;Part Three;4.231.752.277;-7.108.343.647
I182038866;Harassment;20/05/2018 19:00;Part Two;4.236.304.149;-7.106.382.434
I182038857;Disorderly Conduct;21/05/2018 21:11;Part Two;4.232.823.419;-7.108.328.981
I182038851;Larceny From Motor Vehicle;20/05/2018 22:30;Part One;4.233.845.028;-7.107.210.292
I182038842;Verbal Disputes;21/05/2018 19:16;Part Three;4.232.557.398;-7.105.248.130
I182038836;Drug Violation;21/05/2018 20:55;Part Two;4.228.709.355;-7.114.822.128
I182038829;Drug Violation;21/05/2018 20:28;Part Two;4.228.482.577;-7.109.137.369
I182038825;Investigate Person;21/05/2018 19:46;Part Three;4.232.665.471;-7.110.679.596
I182038817;Verbal Disputes;21/05/2018 19:13;Part Three;4.230.715.951;-7.108.823.566
I182038809;Other;21/05/2018 19:23;Part Two;4.229.350.272;-7.107.344.862
I182038804;Investigate Person;21/05/2018 19:13;Part Three;4.229.608.406;-7.111.789.251
I182038797;Drug Violation;21/05/2018 17:15;Part Two;4.233.500.700;-7.107.506.700
I182038791;Confidence Games;19/05/2018 11:00;Part Two;4.235.066.174;-7.106.602.232
I182038781;Aggravated Assault;21/05/2018 17:37;Part One;4.232.903.760;-7.105.694.505
I182038775;Vandalism;21/05/2018 17:47;Part Two;4.228.236.818;-7.108.972.869
I182038770;Towed;21/05/2018 14:48;Part Three;4.232.571.409;-7.107.131.716
I182038763;Aggravated Assault;21/05/2018 16:25;Part One;4.229.506.405;-7.105.672.533
I182038761;Confidence Games;21/05/2018 12:10;Part Two;4.235.115.433;-7.106.547.895
I182038754;Other;21/05/2018 16:11;Part Two;4.228.446.743;-7.111.183.089
I182038748;Counterfeiting;21/05/2018 15:46;Part Two;4.236.943.145;-7.103.917.179
I182038742;Larceny;20/05/2018 20:00;Part One;4.233.562.126;-7.107.582.361
